cluster,article_count,cluster_subject_en,coherent,confidence,rationale,model,prompt_version,context_hash,representative_titles,approved_cluster_subject_en,review_status,review_notes
n_43,31,Store Norske coal mining,True,high,"The articles consistently cover Store Norske’s coal-mining business, including production at Svea and Lunckefjell, finances, coal prices, management, employment, and operational challenges.",gpt-5.6-sol,contextual-cluster-label-v1,8cb80eaa3df47f85572f0090d3c22d28e613a5681d1e16a238e48e82ee410994,"[""Lunckefjell Mine May Be Delayed"", ""Another Record Year for Store Norske"", ""Last Day at the Office"", ""Cautious optimism at Store Norske"", ""Fears More Waste Rock"", ""New director at Store Norske"", ""Keeping Quiet About the Search for a New Boss"", ""Dear Reader"", ""Lunckefjell fully financed"", ""The First Coal Shipment"", ""Big Celebration at the Mine Entrance"", ""Sudden Halt Would Hit Hard"", ""Wonder and Change"", ""Gas poses a challenge"", ""Wants to Halt Coal Mining"", ""Coincidences"", ""Through Good Days and Bad"", ""The Cutting Boom Broke"", ""Will Transport the Coal Himself"", ""Little Coal, Great Calm""]",Store Norske coal mining,approved,Generated English label approved.
n_44,43,Store Norske coal mining,True,high,"The articles consistently concern Store Norske’s coal-mining business, especially operations at Svea and development of Lunckefjellet, including production, processing, staffing, safety, contracts, shipping, sales, and finances.",gpt-5.6-sol,contextual-cluster-label-v1,015af8d6c90c44d5ad5f74e13e7a6b0a037d6730205664b8c5930b794d758e79,"[""Coal-washing plant in Svea up and running"", ""Pretty in pink"", ""Base Station to Be Taken Out of Service"", ""Tough Times for Store Norske"", ""Stepping down as director"", ""Dangerously Bad"", ""Production Halt in Svea"", ""Wants to Start Work on New Mine"", ""Heading into Lunckefjellet"", ""Must apply for winter coal shipping"", ""Rebuilding for NOK 30 Million"", ""Work begins on a new coal mine"", ""We Will Probably See the Light"", ""Premature blasting"", ""Pressured to Resign"", ""Store Norske Losing Money"", ""Store Norske to Cut Staff"", ""Million-kroner claim ends in settlement"", ""Svea Contract Awarded to AF Gruppen"", ""Coal sales agreement concluded""]",Store Norske coal mining,approved,Generated English label approved.
n_45,72,Crime and court cases,True,high,"The articles consistently cover alleged legal violations and their consequences, including prosecutions, trials, judgments, fines, prison sentences, appeals, and enforcement orders. They involve several distinct cases, but all fit the established crime-and-courts news subject.",gpt-5.6-sol,contextual-cluster-label-v1,e35a2b37f7aa16a61b8bbbb9c74300dc9741d1be5baab369660a55ba29c1afd8,"[""Sentenced to Community Service"", ""Drink-Drivers Fined"", ""No extension granted to Jason"", ""Avoids Punishment for Bicycle Theft"", ""Prosecution Seeks 90 Days in Prison"", ""Global Vagabond, Local Homeowner"", ""Must Pay NOK 50,000 Fine"", ""No Mercy for Jason Roberts"", ""On Lying Low"", ""Case Against Bjørn Fjukstad Goes to Court"", ""Airflow in Court"", ""Pleads Not Guilty"", ""Store Norske Failed to Take Measurements Seriously"", ""Appeals the Fjukstad verdict"", ""A Soft Spot for Lawbreakers"", ""Lighter Sentence in Court of Appeal"", ""Convicted of Handling Stolen Watches"", ""Ukrainian sentenced to two years in prison"", ""Embezzled Money Over Several Years"", ""Must Pay for Drunk Driving""]",Crime and court cases,approved,Generated English label approved.
n_46,40,Maritime operations,False,medium,"The cluster broadly concerns vessels in Svalbard waters, but it combines two distinct strands: procurement and operation of the Governor’s service vessels, and maritime incidents involving cruise, cargo, and leisure boats, including groundings, rescues, injuries, and disease control.",gpt-5.6-sol,contextual-cluster-label-v1,ac5a65866cd17c5bfa8513ffae137a00a692e4f38a0d5ce936d37253035d31fe,"[""Governor’s Office Questions Captain"", ""Freed from the Shoal"", ""“Polar Star” Runs Aground"", ""“Nordsyssel” Has Set Sail"", ""Satisfied Minister"", ""Svalbard Must Be More Careful"", ""Two Passengers Seriously Injured as Glacier Calved"", ""The Governor Rescued the Coast Guard"", ""Ran Aground off Nordaustlandet"", ""“I christen you Polarsyssel”"", ""Breach repaired after grounding"", ""Looking for a Reserve Boat"", ""Saving Money Through the Delay"", ""Leak in Longyearbyen"", ""“Polarsyssel” Ready for Action"", ""Complaints over Choice of Vessel"", ""Cabin cruiser comes to the rescue"", ""“Tyr” Arrives"", ""Another year on"", ""“Polarsyssel” Sold Abroad""]",Maritime Operations and Incidents,approved,English label revised during manual review.
n_47,37,Polar Bear Encounters,True,high,"The cluster overwhelmingly covers polar bear sightings, visits near settlements and cabins, encounters with people, official responses, shootings, and related investigations. One representative article appears tangential, but it does not undermine the dominant topic.",gpt-5.6-sol,contextual-cluster-label-v1,6a8cdd98a8c5774bca3cad31a68b54c83f44209e3666be2d9879e4feb0bbef12,"[""Polar Bear in Nybyen"", ""Shot Several Times"", ""Excitement and a Furry Attraction"", ""Polar Bear in Hiorthhamn"", ""Polar Bear at the Marina"", ""Polar Bear Shot on Nordaustlandet"", ""Investigating Polar Bear Killing"", ""Chased Polar Bear Away from Dog Yard"", ""Polar Bear in Adventdalen"", ""Polish Researcher Shot the Polar Bear"", ""Heading Toward Revneset"", ""Numerous Polar Bear Visits"", ""A Change of Scene"", ""Polar Bear Spotted Around Longyearbyen"", ""Bear and Carcass Gone"", ""Polar Bear Gets into Hotel"", ""The Bear Moves On"", ""Polar bear dies on Edgeøya"", ""Polar Bear Near Town"", ""Dead Polar Bear in Hornsund""]",Polar Bear Encounters,approved,Generated English label approved.
n_48,41,Rescue operations,False,medium,"Most articles concern helicopter evacuations, searches, missing travelers, and other Governor-led rescues. However, several cover separate police matters such as traffic fines, drink-driving, a death investigation, and a snowmobile collision, so the cluster is not fully coherent.",gpt-5.6-sol,contextual-cluster-label-v1,06112120c8952b9aa9e6bf31c684b232497bf00326eca188441106dddf8274fe,"[""New Attempt to Pick Up Skiers"", ""Traffic Offenders Fined"", ""Sick Fisherman Evacuated"", ""A Dream Easter"", ""Injured Ankle While Snowmobiling"", ""Two Rescue Operations"", ""Woman Found Dead"", ""Snowmobile Collision Under Investigation"", ""Snowmobile Accident at Kapp Laila"", ""Many Drink-Driving Cases in January"", ""Will Not Receive Rescue Bill"", ""They May Have to Pay the Bill Themselves"", ""Found Safe and Sound"", ""Called Out to Missing Glacier Group"", ""Snowmobiles Break Through the Ice"", ""Exam Trip Aborted"", ""American Photographer Evacuated by Helicopter from Kong Karls Land"", ""Search Operation in Bjørndalen"", ""Tourist Activated Emergency Beacon"", ""Search Operation Near Camp Morton""]",Rescue and Police Operations,approved,English label revised during manual review.
n_49,36,Accidents and rescue operations,True,medium,"Most articles report injuries, snowmobile incidents, mining accidents, searches, helicopter evacuations, or other emergency responses. A few police-blotter items, such as illegal driving and quiet holiday patrols, are peripheral but still fit the broader public-safety reporting context.",gpt-5.6-sol,contextual-cluster-label-v1,2959b5c36f6929c602f06ca976d5194bd4a5c911d7d58a11ac38769a5842d1b2,"[""Accident Near Barentsburg"", ""Collided on snowmobiles"", ""Rescue Services Put to the Test"", ""Fell from a Ladder"", ""Researcher Retrieved from Fardalen"", ""Drove Illegally on Larsbreen"", ""Two Paddlers Rescued from Kinnvika"", ""Woman injured in Adolfbukta"", ""Spanish Ski Tourists Suffer Frostbite"", ""Quiet New Year’s celebrations"", ""Search Underway for Snowmobile Party"", ""Worker Broke His Foot"", ""Rescue Operation in Adventdalen"", ""Rescued in Bjørndalen"", ""Illegal flying led to accident"", ""Work Accident at Lunckefjell"", ""Accident Under Investigation"", ""Broke His Arm in the Mine"", ""Miner Suffers Back and Head Injuries"", ""New mining accident in Barentsburg""]",Accidents and rescue operations,approved,Generated English label approved.
n_5,47,Photography and photo archives,True,medium,"Most articles concern photographs: historical picture features, digitised collections, photographers, competitions, and reader submissions. Several pieces use an archival image mainly to revisit local history, so the cluster is coherent but broader than photography news alone.",gpt-5.6-sol,contextual-cluster-label-v1,af805a9229b5a626a738489dc1ea069b5d38d1916a671c192f95d74931e55b61,"[""The Last Horse on the Payroll"", ""Photographs brought to light"", ""The Last Trip to Fredheim"", ""The Stumps of Childhood"", ""Wins Photography Award with Svalbard Image"", ""Her mother’s daughter"", ""The Photographer"", ""The Girl in the Tin House"", ""Cosy Gatherings Around the Christmas Tree"", ""Send us your signs of spring"", ""The Winning Photos from “My Saturday”"", ""Around the Tree"", ""Complains About Advertisement"", ""“Nordsyssel”"", ""Loading at Skjæringa"", ""A Fit-Looking Group"", ""The Mine Worker After a Storm"", ""Sharp guy and cool car"", ""17,000 Polar Images Online"", ""Snapping a Legend""]",Photography and photo archives,approved,Generated English label approved.
n_50,31,Police Incident Log,True,medium,"The cluster is dominated by brief reports of police or Governor’s Office responses to drunkenness, fights, vehicle offences, thefts, accidents, and other local incidents. A few fire and rescue reports broaden the scope, but they fit the same incident-reporting or police-blotter format.",gpt-5.6-sol,contextual-cluster-label-v1,efdb54200f101c14dd7ee21b5e15676b73c97d03d0058613f0b41801e2e50895,"[""Coast Guard to Pick Up Kayaker"", ""Stopped One-Eyed Bandits"", ""A lot of drunkenness in town"", ""Police Make the Rounds"", ""Drove into Ditch in Stolen Car"", ""Started Construction Machinery"", ""Mass brawl"", ""Fight at Karls-Berger"", ""Suspected of Drunk Driving"", ""Fire at Sjøskrenten"", ""The “thief” comes forward"", ""Two Cars Stolen"", ""Trouble in Nybyen"", ""Fell Through the Ice"", ""Fight in the street"", ""Busy Night for Police"", ""Violence at School"", ""Russian Sailor Evacuated"", ""Helped intoxicated man"", ""Four snowmobile drivers stopped""]",Police Incident Log,approved,English label revised for international clarity.
n_51,159,Police and Rescue Reports,True,medium,"Most articles are short public-safety reports about accidents, stranded travelers, helicopter rescues, medical evacuations, deaths, and police enforcement. A few items, such as the snowmobile-rental profile and overseas death, are peripheral outliers.",gpt-5.6-sol,contextual-cluster-label-v1,696f5fdb4eb4c806d62e9fb863ef975f456091f52064fceddf94b817f86c67fd,"[""No one over the limit"", ""Died of Blood Poisoning"", ""Turned Back Again"", ""Probably Natural Causes"", ""Two Rescued by Helicopter"", ""No rescue operations"", ""Broken Arm, Snowmobile Fire and Walk on the Ice"", ""Full Emergency Response at Airport"", ""Accident in Svea"", ""Machine Operator Injured in Svea"", ""Got a Splinter in His Face"", ""Leading the Way for Snowmobiles"", ""Five Frozen Ski Tourists Had to Be Picked Up"", ""Two Injured on Snowmobiles"", ""Sailboat sinks off the north coast"", ""Picked Up Snowmobile Party"", ""Injured on Snowmobile Trip"", ""Had to Pick Up Skiing Party"", ""Caught in speed check"", ""Tourist Injured near Longyearbreen""]",Police and Rescue Reports,approved,Generated English label approved.
n_52,21,Hunting and Trapping Management,True,high,"The cluster consistently concerns regulated harvesting of wild animals, dominated by reindeer hunting but also covering Arctic char fishing, bird hunting, fox trapping, quotas, seasons, permits, and population management.",gpt-5.6-sol,contextual-cluster-label-v1,a69a9f37612eace9896b2a1f0aa2fd999987547c9f10468baaf690836666e9b1,"[""Bullets and Gunpowder"", ""This Could Be Banned"", ""Brünnich’s Guillemot Removed from the Hunting List"", ""The environmental protection chief and trapping as a livelihood"", ""Good hunters"", ""Governor Wants to Allow Eider Hunting"", ""Governor proposes opening eider hunting"", ""Go Fishing This Summer!"", ""New Arctic Char Regulations"", ""These people get fox-trapping grounds"", ""Fewer People Want to Hunt"", ""Reindeer hunting season extended"", ""Reaches out to recreational fishermen"", ""Nearly 300 awarded reindeer ahead of the hunt"", ""Moving Away from Hunting Parties"", ""These Are Going Reindeer Hunting"", ""On Locally Sourced Food"", ""Bullseyes for Polarflokken"", ""Little hunters, huge enthusiasm"", ""Died After Being Wounded by Gunfire""]",Hunting and Trapping Management,approved,English label revised for international clarity.
n_6,59,Endurance races,True,medium,"The cluster is dominated by organized ski, running, mountain and multisport races, with recurring coverage of entrants, times, records, results and race logistics. A few articles concern associated volunteers, quizzes or proposed events, but remain broadly connected to local race culture.",gpt-5.6-sol,contextual-cluster-label-v1,43c49adf4b3fed54523d7a1c9a9d3e6dd54e77504ae9150b1a1e748b70eac232,"[""Crowds on the Trails Saturday"", ""“Hair-raising idea, but entirely possible”"", ""A great skiing success"", ""A Perfect Score"", ""Caring for the Volunteers"", ""Spitsbergen Marathon Underway"", ""High speed on the course"", ""Race may not go ahead"", ""New Record Set in Mountain Race"", ""Ran and cycled to build a big lead"", ""An Exclusive Marathon"", ""Mine workers on the move"", ""Fresh strokes in the test of strength"", ""Record Number of Participants"", ""Marathon Finishers Cross the Line"", ""Raced into Advent"", ""First year without a relay team"", ""Record number of children in mini-marathon"", ""Marathon Nearly Full"", ""The Double-Polers Pulled Away Midway""]",Endurance races,approved,Generated English label approved.
n_7,32,Kindergarten life,True,medium,"The cluster is dominated by kindergarten services, facilities, staffing, safety, enrollment, events, and preschool children. A few articles concern schoolchildren, youth, or family life more broadly, but they remain adjacent to the main child-centered local-institution theme.",gpt-5.6-sol,contextual-cluster-label-v1,fa08ddad9e558dfe4300f95b3be211ccdf00ce82f2af82a9683d2947b537abac,"[""A Box Full of Money"", ""“Bullying Must Be Handled Properly”"", ""Fire Safety Must Be Improved"", ""Could Be Ordered to Take Summer Leave"", ""Sámi Guides Visit Svalbard"", ""Lucia Celebration at Lompen Centre"", ""Black, the Night Descends"", ""Closes because of vandalism"", ""Forty-Seven Moved Away Last Year"", ""— It’s only natural to behave properly"", ""Everyone Gets a Place in Kindergarten"", ""Too few children"", ""The ptarmigans seek refuge with the children"", ""Fun and Games with Sleds and Glue"", ""No Kindergarten Place Available"", ""To Study the Family Community"", ""A Tour of Longyearbyen Kindergarten"", ""All the children get to climb"", ""The Box of Wonders"", ""Ministerial Support for Climbing Tower""]",Kindergarten life,approved,Generated English label approved.
n_8,36,Longyearbyen School,True,high,"The cluster consistently covers Longyearbyen School’s pupils, teachers, classes, vocational programmes, student rights, events and daily school life. The world-record article is an apparent minor outlier.",gpt-5.6-sol,contextual-cluster-label-v1,8b9ae97c648c518f5b7e869d53ad1abcf969099f179ffda15cc944d1dcf8a057,"[""Businesses Showcased"", ""Will Arrange School Meals"", ""Set to Adorn the Svalbard White Paper"", ""Class Visit"", ""Ready for the start of school"", ""World Record Attempt"", ""Foreign Students Allowed to Attend Upper Secondary School on the Mainland"", ""Students get more say"", ""School cooperation with Troms"", ""Seventh-Graders Become Lifesavers"", ""Great to start school"", ""Skypes, games and drives snowmobiles"", ""The Very First Day of School"", ""Teaching Without Approval"", ""Opening the door to technical vocational studies"", ""Plenty of Interest in Learning to Fix Things"", ""Gave a Working Day to Amnesty"", ""Outraged by Salting of Slide"", ""Visitors from Far Away"", ""Fears for vocational education""]",Longyearbyen School,approved,Generated English label approved.
n_9,37,Trapping stations,True,high,"The cluster consistently concerns trapping stations and overwintering trappers, especially staffing, operation, regulation, ownership and daily life at Austfjordnes, Mushamna, Farmhamna and Kapp Wijk. A few peripheral stories involve outdoor life, weather or wildlife, but most remain linked to trappers or their stations.",gpt-5.6-sol,contextual-cluster-label-v1,c1df9748fdc2f1ba24fdde9f36fbf9610bac1d884894200c848074ff88ea6fbc,"[""The Trapper Should Have Been Notified"", ""Slept Outside Under the Northern Lights"", ""Would you like to spend the winter here?"", ""Does not approve Farmhamna sale"", ""New Trappers at Austfjordnes"", ""Made It Through the Eye of the Needle"", ""Wants proper trappers"", ""Mushamna May Be Closed"", ""First Things First"", ""A Struggling Industry"", ""Alone as a Trapper"", ""Polar Bear at Fredheim"", ""Peaceful Christmas in Svalbard"", ""New Trappers to Get a Chance"", ""The Trapper’s Life Is Changing"", ""“They’re Taking Away Our Livelihood”"", ""Wants Trygghamna as an Auxiliary Station"", ""Full Dispute over Farmhamna"", ""Settlement Reached over Farmhamna"", ""More Interest in Farmhamna""]",Trapping stations,approved,Generated English label approved.
p_0,31,Stetten guessing competition,True,high,"The articles consistently cover the annual contest to predict when the champagne-glass-shaped Stetten snow formation on Operafjellet will melt or break, including updates, results, and prize winners.",gpt-5.6-sol,contextual-cluster-label-v1,4b5f4004a407663dbbeffb9fbbe22eec17462e08306f7b1194ebfb445576b7c2,"[""“Now We Can Take It Down and Celebrate Taking Over the House”"", ""“I Was Following It the Whole Time”"", ""Tuesday was officially summer"", ""Bente, 51, wins the Stetten prize"", ""Won the Stetten Competition"", ""Stetten Has Gone"", ""When will summer arrive? The Stetten is beginning to take shape"", ""When is Stetten 2016?"", ""Stetten Has Gone"", ""The stem is holding firm"", ""When Will the Snow Stump Fall in 2019?"", ""Update on this year’s Stetten"", ""Wins this year’s “Stetten” competition"", ""When Will the Stem Break?"", ""Stetten has been climbed"", ""Won the Stetten competition on her birthday"", ""The champagne glass has been shattered"", ""Set Off Record-Early This Year"", ""Summer is here"", ""When Will Summer Arrive in Longyearbyen?""]",Stetten guessing competition,approved,Generated English label approved.
p_1,26,Longyearbyen History Films,True,high,"The articles form a consistent short-film series in which veteran Hallvard Holm recounts the history of Longyearbyen’s places, infrastructure, industries, and community life.",gpt-5.6-sol,contextual-cluster-label-v1,f431d61d1c719ea044dbe9caf4745061a194d763255ccd7719ec0db05faf4b1c,"[""Rebuilt the Hospital Steps for the 1993 Sun Festival"", ""A new version of the mystery of the Iron Bed"", ""What “Longyear City” Was Like"", ""Fog stopped King Olav on Svalbard’s 50th anniversary"", ""Won international award for adding colour to the town"", ""“The Seed Vault Is the New Noah’s Ark”"", ""Had to Watch Recorded TV Weeks After the Mainland"", ""Fined 50 Kroner for Shooting the “Waste Bird”"", ""Svalbard’s first hotel was built here in 1896"", ""Established UNIS in record time"", ""“The Russian house was a spy nest”"", ""Why mining is easier on Svalbard than anywhere else in the world"", ""This Is the Town’s Most Important Building"", ""People Regret This Fire Drill Today"", ""Learn more about the old pier from 1907"", ""Why It Is Called Skjæringa"", ""The First People Were Buried Here in 1917"", ""“This Hiorthhamn rumour is greatly exaggerated”"", ""Documenting history"", ""Modern Tourism Emerges""]",Svalbard History Films,approved,English label revised during manual review.
p_10,93,Literary culture,True,medium,"The cluster is predominantly about books, authors, library services, publishing, and the Longyearbyen Literature Festival. A minority of representative articles concern unrelated community events, local history, budgets, or nature, but these appear to be peripheral noise rather than competing core subjects.",gpt-5.6-sol,contextual-cluster-label-v1,e2e12081cc20a9b1e18b56152b47ddf40d6a0a7eafdc3717d6fac143abec9f7f,"[""Wondering what to read this summer?"", ""7,819 polar books—and much more"", ""“I’m interested in so much, including Svalbard’s place in the world”"", ""A reply to Hallvard Holm"", ""She Wants to Explore Nature’s Vulnerability"", ""A Success Worth Repeating"", ""Lars Holt to become new library director"", ""Cake and a warm welcome for the city’s new landmark"", ""What the Budget Proposal Means for You"", ""Festival Opens with an Evening of Laughter"", ""Musical Bookworm"", ""Ready to roll out the literary greats of the year"", ""These people attended the smalahove feast"", ""“It’s important that we’re a place for everyone”"", ""Pleased with the event’s reception"", ""Drawn Svalbard Debut"", ""“A Mixture of Terror and Delight”"", ""Flower book in four languages"", ""Pure joy over a new animal book"", ""Life Beneath the Waves""]",Literary culture,approved,Generated English label approved.
p_100,36,Housing and property development,True,medium,"The cluster primarily covers the housing shortage, Airbnb and other rentals, property ownership, apartment construction, zoning, and residential development. A few articles concern broader building reuse or renovation, but they remain broadly connected to property and land-use decisions.",gpt-5.6-sol,contextual-cluster-label-v1,80d2e58406ae00999d4baa9256fdc4037d5f336f8cb6e4d00c17d7d911173f0e,"[""Empty Amid the Housing Crisis"", ""Open to Almost Anything"", ""Excitement after property acquisition"", ""Rents out the most rooms"", ""Appeal Rejected"", ""Putting Airbnb Cleanup on Hold"", ""Airbnb Rentals Challenge Safety"", ""Buying an Airbnb Overview"", ""Five rooms are being rented out on Airbnb. The local council wants it stopped"", ""Despairing Over the Housing Market"", ""Will Pursue Illegal Rentals"", ""A blue light is flashing for Longyearbyen as a Norwegian family community—and that is not how it should be"", ""“Housing Is Unrealistic”"", ""The vault in Statens Hus knocked down"", ""Everyone Must Agree"", ""Gets Permission to Build Housing"", ""What Do You Choose—Parking for Cars or as Many Safe Homes as Possible?"", ""Joining the Housing Construction Boom"", ""Skjæringa East to become new residential area"", ""Anchoring new buildings in the mountain""]",Housing and property development,approved,Generated English label approved.
p_101,106,Avalanche risk management,True,high,"The articles consistently cover avalanche monitoring, warnings, evacuations, residence bans, road closures, and other safety measures affecting exposed parts of Longyearbyen. A few storm, mudslide, and rockfall reports are closely related to the same slope-hazard response context.",gpt-5.6-sol,contextual-cluster-label-v1,2d9d5ab0e5baed4ed3b9ace5a38ff791bfbe63b80253e480368aa87dd87be182,"[""“The evacuation could be lengthy”"", ""Avalanche warnings well under way"", ""Road Reopened"", ""Warning People to Take Care"", ""Ignoring the Travel Ban"", ""Public Meeting to Provide Answers"", ""Severe weather expected"", ""Residence Ban Introduced"", ""You cannot stay here this winter"", ""Parts of Sverdrupbyen Evacuated"", ""Evacuation and Ban on Staying in Lia"", ""Road closed to all traffic"", ""The Church Has Reopened"", ""A new weapon against avalanche danger"", ""Not Allowed to Move Back"", ""Avalanche warnings are under way"", ""Parts of Nybyen evacuated"", ""New December storm forecast"", ""Avalanche Near Nybyen on Sunday"", ""Evacuation in Nybyen""]",Avalanche risk management,approved,Generated English label approved.
p_102,115,Longyearbyen avalanche risk management,True,high,"The cluster consistently covers avalanche hazard mapping, warnings, evacuations, protective structures, and the effects of danger zones on housing in Lia and nearby Longyearbyen neighborhoods. A few articles concern related slope or flood damage and property disputes, but these remain connected to local hazard safety and mitigation.",gpt-5.6-sol,contextual-cluster-label-v1,5f0571dcbb1fc1459cfa78e46784085d74ebc85ccc2d05df9db019e174f31f10,"[""Lia to get protective measures"", ""Enormous sums for no purpose?"", ""Threatens Lawsuit over Dormitory Building"", ""More Helicopter Traffic Coming to Lia"", ""Longyearbyen Lacks Leadership in Emergencies"", ""LL Asks Polar Department for Help"", ""Polar Nostalgia in the Winter Night"", ""People Urged to Avoid Landslide Areas"", ""“For Some, Snow Is More of a Threat Than a Welcome Sign That Christmas Is Coming”"", ""Avalanche Protection Plan in Place"", ""It Wasn’t Supposed to Happen"", ""Being washed away"", ""Evacuation Could Be the Solution"", ""Disappointed, but understand why they have to evacuate"", ""The Avalanche Report Is Ready"", ""Safety Work Runs Millions Over Budget"", ""Misjudged the Avalanche Hazard"", ""Safety Work to Begin Shortly"", ""Mapping Avalanche Risk"", ""Another 41 Housing Units in the Danger Zone""]",Longyearbyen avalanche risk management,approved,Generated English label approved.
p_103,49,Longyearbyen Power Supply,True,high,"The articles consistently cover Longyearbyen’s electricity system, including power-plant operations, outages, turbine faults, reserve generation, maintenance, and the coal-fired plant’s shutdown. The electric-vehicle charging article is peripheral but still concerns local power capacity and infrastructure.",gpt-5.6-sol,contextual-cluster-label-v1,bff3aae0b1d2eb6c938260b1a6557a18ffc38451a788bee6f492330c87ec4fbf,"[""Everything back up after two power outages"", ""Ensuring Reserve Capacity"", ""The Coal-Fired Power Plant’s Final Days"", ""Why the Entire Town Lost Power"", ""“It was rather fitting that the minister was here”"", ""“The power plant dropped out”"", ""Shutting Down the Coal-Fired Power Plant"", ""“It Had Filled Up with Snow”"", ""Power restored after four hours"", ""One turbine out of service"", ""Power Out in Several Locations"", ""Power outage in town – again"", ""The Power Plant Will Produce Plenty of Smoke Today"", ""“Power Back at 2 p.m.”"", ""Major Damage to the Turbine"", ""Reserve power is urgently needed"", ""Power outage halted coal production"", ""“No automatic connection”"", ""“The power plant’s turbines tripped”"", ""Electric car “Strippelars” may soon have plenty of company""]",Longyearbyen Power Supply,approved,Generated English label approved.
p_104,13,Workplace inspections,True,high,"The articles consistently cover Labour Inspection Authority oversight of employers, including inspections, working-condition and working-hours violations, compliance orders, and fines across hotels, tourism, Svalsat, and local government.",gpt-5.6-sol,contextual-cluster-label-v1,12b2d9d4dc610a6d0c9ca4a0d783ff28c03132e49872aa2b5dfb4a40a64a9804,"[""Five of eight have been fined"", ""More Companies Face Fines"", ""Stricter Oversight Is Necessary"", ""Has Not Inspected Guide Arrangements"", ""Multiple violations of the Working Environment Act at Svalsat"", ""Warns of increased oversight of the guide industry"", ""One of the companies refuses to accept the fine"", ""Condemned by the Labour Inspection Authority"", ""A series of violations uncovered"", ""Guide Industry on the Agenda"", ""Working Conditions under Scrutiny"", ""Four have received notices from the Labour Inspection Authority"", ""“Against the Law”""]",Workplace inspections,approved,Generated English label approved.
p_105,36,Longyearbyen Energy Transition,True,high,"The articles consistently examine how Longyearbyen should replace or reform its coal- and diesel-based electricity and heating supply, debating nuclear, wind, solar, hydrogen, batteries, gas, wastewater heat and subsea cables.",gpt-5.6-sol,contextual-cluster-label-v1,e4136bc8ec79dfdf944cd6232b6981e285dd49c6588f4bd7b0cd6e17a9bce8b5,"[""Questionable defence of Longyearbyen’s energy transition"", ""Energy Article Based on Flawed Premises"", ""Longyearbyen as an Energy Laboratory?"", ""Plans Hotel and Ship with Its Own Power Plant"", ""Proposes heating homes with sewage"", ""“Energy with emissions is best”"", ""Poor Diesel and Uncertain Energy Decision"", ""Longyearbyen’s Energy Supply of the Future"", ""Svalbard’s Energy Supply—Renewable and Forward-Looking, or Still Fossil-Fuelled?"", ""Longyearbyen’s Energy Supply of the Future"", ""Scraps subsea cable"", ""Is a battery park the best solution for Longyearbyen?"", ""A rational view of nuclear power on Svalbard"", ""The Safest, Cheapest and Most Sustainable Option Has Not Been Considered"", ""Unrealistic energy transition in Longyearbyen"", ""Is a battery park the best solution for Longyearbyen?"", ""From coal to zero?"", ""Svalbard—from Coal Dependence to Renewable Role Model"", ""Svalbard Could Launch a New Norwegian Energy Adventure"", ""Plans Hotel and Ship with Its Own Power Plant""]",Longyearbyen Energy Transition,approved,Generated English label approved.
p_106,45,Longyearbyen energy transition,True,high,"The articles consistently cover the shift from coal and diesel toward renewable energy in Longyearbyen and nearby facilities, including policy debates, energy planning, research partnerships, and solar, wind, battery, biogas, and geothermal projects.",gpt-5.6-sol,contextual-cluster-label-v1,d24184416a9c5f707a64eacd8233d2a8e9ceee239b5404e4fac08b73be4d59d1,"[""“Together, we can now build entirely new expertise”"", ""Avinor to Get Power from the Sun"", ""We Need to Work Better Together in Longyearbyen"", ""“It’s embarrassing how little has been done in Longyearbyen”"", ""Hoping for Sun, Wind and Geothermal Heat"", ""Great Potential for Solar Energy in the Arctic"", ""“The state must also step up”"", ""Wants local agreement"", ""“We should wait for the technology”"", ""Agreement Reached on Biogas Facility"", ""“Should wait for the state”"", ""Continued mining must not slow the transition"", ""Finding the Best Solar Solutions"", ""Solar panels put on hold"", ""People in Town Want to Return to Coal"", ""Joining forces on new energy"", ""Wins National Solar-Cell Award"", ""A New Decade, New Opportunities"", ""A New Decade, New Opportunities"", ""Store Norske First with Battery Power""]",Longyearbyen energy transition,approved,Generated English label approved.
p_107,47,Longyearbyen cruise tourism,False,medium,"Most articles concern cruise traffic, passenger spending, port logistics, safety, sustainability, and local reactions in Longyearbyen. However, a distinct minority covers Progress Party ministers, Svalbard governance, and the Barents Sea ice edge, making the cluster contaminated by an unrelated political subject.",gpt-5.6-sol,contextual-cluster-label-v1,7a4f7a69c039a800e7b84dc5209758e635fe9f3d531ac5470f353aab79ed6062,"[""“They’re meant to boost sales”"", ""Don’t put profit before nature"", ""Wants a rematch over the ice edge"", ""Wants local food and memories"", ""New Svalbard Minister"", ""Expectations, satisfaction and spending among this year’s cruise tourists"", ""Is Sustainable Tourism Possible on Svalbard?"", ""The Tourist Season Poses a Challenge"", ""Strong Growth Requires Good Logistics and Longer Berthing Times"", ""“It is important that residents are happy”"", ""New Minister for Svalbard"", ""Cruise Guests Speak Clearly"", ""Tourists on the Wrong Track"", ""Will lead cruises from Oslo"", ""Coming to Visit This Spring"", ""Does adventure tourism take safety and preparedness seriously?"", ""“We have a job to do”"", ""Listhaug makes a flying visit"", ""“It Was More Intense Before”"", ""See Photos from Mein Schiff’s Arrival""]",Longyearbyen cruise tourism,approved,Generated English label approved.
